operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask
read,1,8191.929237568348,2421.8150177001953,300,300,0.806135093,[10],10,30,3004.22973609486,pfs,309995,individuals,30450-dc103,columns.txt,1,initial_data
write,0,16358.8,0.07800483703613281,300,300,7.3568e-05,[10],10,30,1060.3093333532624,pfs,5,individuals,30450-dc103,chr5n-5601-5801.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.806135093,[10],10,30,3004.22973609486,pfs,309995,individuals,30450-dc103,ALL.chr5.250000.vcf,1,initial_data
write,0,20940.774774774774,2.216745376586914,10,10,0.00160867,[10],10,1,1377.998829211034,pfs,111,frequency,41157-dc104,chr1-GBR-freq.tar.gz,1,final_data
read,1,13217.004424778761,2.848666191101074,10,10,0.000992103,[10],10,1,2871.3411723390354,pfs,226,frequency,41157-dc104,chr1n.tar.gz,1,individuals_merge
read,1,13217.004424778761,2.848666191101074,10,10,0.000992103,[10],10,1,2871.3411723390354,pfs,226,frequency,41157-dc104,sifted.SIFT.chr1.txt,1,sifting
read,0,13217.004424778761,2.848666191101074,10,10,0.000992103,[10],10,1,2871.3411723390354,pfs,226,frequency,41157-dc104,GBR,1,initial_data
write,0,15608.333333333334,0.08931159973144531,300,300,0.000123879,[10],10,30,720.9583523554866,pfs,6,individuals,22916-dc107,chr3n-1601-1801.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.800576554,[10],10,30,3025.0628160779224,pfs,309993,individuals,22916-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.800576554,[10],10,30,3025.0628160779224,pfs,309993,individuals,22916-dc107,columns.txt,1,initial_data
write,0,15183.8,0.0724020004272461,300,300,7.9159e-05,[10],10,30,914.640160022816,pfs,5,individuals,32083-dc103,chr5n-4001-4201.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.812407129,[10],10,30,2981.0361470870293,pfs,309995,individuals,32083-dc103,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.812407129,[10],10,30,2981.0361470870293,pfs,309995,individuals,32083-dc103,ALL.chr5.250000.vcf,1,initial_data
write,0,22236.666666666668,0.12723922729492188,300,300,0.000111669,[10],10,30,1139.4319577942122,pfs,6,individuals,22282-dc108,chr4n-401-601.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.870030304,[10],10,30,2783.616880064887,pfs,309997,individuals,22282-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.870030304,[10],10,30,2783.616880064887,pfs,309997,individuals,22282-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.86751768,[10],10,30,2791.5950204724245,pfs,309988,individuals,37000-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.86751768,[10],10,30,2791.5950204724245,pfs,309988,individuals,37000-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,15573.4,0.07425975799560547,300,300,6.4638e-05,[10],10,30,1148.8560598348568,pfs,5,individuals,37000-dc105,chr2n-3201-3401.tar.gz,1,final_data
write,0,8181.289473684211,0.5929737091064453,10,10,0.000354215,[10],10,1,1674.0502494429804,pfs,76,sifting,19804-dc108,sifted.SIFT.chr4.txt,1,final_data
read,1,8191.811959383227,1287.9235610961914,10,10,0.315869938,[10],10,1,4077.3856773169446,pfs,164858,sifting,19804-dc108,SIFT.chr4.vcf,1,initial_data
read,1,8191.811959383227,1287.9235610961914,10,10,0.315869938,[10],10,1,4077.3856773169446,pfs,164858,sifting,19804-dc108,ALL.chr4.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.809486565,[10],10,30,2991.8142517094325,pfs,309998,individuals,38326-dc104,columns.txt,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.809486565,[10],10,30,2991.8142517094325,pfs,309998,individuals,38326-dc104,ALL.chr1.250000.vcf,1,initial_data
write,0,14638.833333333334,0.08376407623291016,300,300,7.854e-05,[10],10,30,1066.5148489038727,pfs,6,individuals,38326-dc104,chr1n-4401-4601.tar.gz,1,final_data
read,1,13234.88053097345,2.8525190353393555,10,10,0.000908808,[10],10,1,3138.747717162872,pfs,226,mutation_overlap,40789-dc104,chr1n.tar.gz,1,individuals_merge
read,1,13234.88053097345,2.8525190353393555,10,10,0.000908808,[10],10,1,3138.747717162872,pfs,226,mutation_overlap,40789-dc104,sifted.SIFT.chr1.txt,1,sifting
read,0,13234.88053097345,2.8525190353393555,10,10,0.000908808,[10],10,1,3138.747717162872,pfs,226,mutation_overlap,40789-dc104,EAS,1,initial_data
write,0,22005.25,0.3357734680175781,10,10,0.000279566,[10],10,1,1201.052588718149,pfs,16,mutation_overlap,40789-dc104,chr1-EAS.tar.gz,1,final_data
read,1,8191.889692094882,1524.9013414382935,10,10,0.371894583,[10],10,1,4100.359110200574,pfs,195190,sifting,34208-dc104,SIFT.chr1.vcf,1,initial_data
read,1,8191.889692094882,1524.9013414382935,10,10,0.371894583,[10],10,1,4100.359110200574,pfs,195190,sifting,34208-dc104,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf,1,initial_data
write,0,8184.23,1.5610179901123047,10,10,0.001006975,[10],10,1,1550.2053080883882,pfs,200,sifting,34208-dc104,sifted.SIFT.chr1.txt,1,final_data
read,1,17045.5,1.8206558227539062,10,10,0.000623445,[10],10,1,2920.315060276217,pfs,112,frequency,36706-dc103,chr5n.tar.gz,1,individuals_merge
read,0,17045.5,1.8206558227539062,10,10,0.000623445,[10],10,1,2920.315060276217,pfs,112,frequency,36706-dc103,SAS,1,initial_data
read,1,17045.5,1.8206558227539062,10,10,0.000623445,[10],10,1,2920.315060276217,pfs,112,frequency,36706-dc103,sifted.SIFT.chr5.txt,1,sifting
write,0,20666.783725910063,9.204280853271484,10,10,0.008720972,[10],10,1,1055.4191497543488,pfs,467,frequency,36706-dc103,chr5-SAS-freq.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.794067605,[10],10,30,3049.8851765904687,pfs,309995,individuals,33193-dc103,ALL.chr5.250000.vcf,1,initial_data
write,0,15721.2,0.07496452331542969,300,300,6.7549e-05,[10],10,30,1109.7799125883387,pfs,5,individuals,33193-dc103,chr5n-2401-2601.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.794067605,[10],10,30,3049.8851765904687,pfs,309995,individuals,33193-dc103,columns.txt,1,initial_data
read,1,15545.915032679739,2.268338203430176,10,10,0.000777211,[10],10,1,2918.5616305355634,pfs,153,mutation_overlap,39851-dc105,sifted.SIFT.chr2.txt,1,sifting
read,0,15545.915032679739,2.268338203430176,10,10,0.000777211,[10],10,1,2918.5616305355634,pfs,153,mutation_overlap,39851-dc105,ALL,1,initial_data
read,1,15545.915032679739,2.268338203430176,10,10,0.000777211,[10],10,1,2918.5616305355634,pfs,153,mutation_overlap,39851-dc105,chr2n.tar.gz,1,individuals_merge
write,0,18753.8125,0.2861604690551758,10,10,0.000176398,[10],10,1,1622.2432740460538,pfs,16,mutation_overlap,39851-dc105,chr2-ALL.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.820511942,[10],10,30,2951.6097407176862,pfs,309997,individuals,22109-dc108,ALL.chr4.250000.vcf,1,initial_data
write,0,16724.333333333332,0.09569740295410156,300,300,0.000105829,[10],10,30,904.2644544888599,pfs,6,individuals,22109-dc108,chr4n-601-801.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.820511942,[10],10,30,2951.6097407176862,pfs,309997,individuals,22109-dc108,columns.txt,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.815150944,[10],10,30,2971.021573622057,pfs,309997,individuals,23893-dc108,columns.txt,1,initial_data
write,0,15559.4,0.07419300079345703,300,300,6.2029e-05,[10],10,30,1196.1018361324063,pfs,5,individuals,23893-dc108,chr4n-2801-3001.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.815150944,[10],10,30,2971.021573622057,pfs,309997,individuals,23893-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.811263322,[10],10,30,2985.168896443454,pfs,309988,individuals,37819-dc105,ALL.chr2.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.811263322,[10],10,30,2985.168896443454,pfs,309988,individuals,37819-dc105,columns.txt,1,initial_data
write,0,16932.2,0.08073902130126953,300,300,7.1307e-05,[10],10,30,1132.2734275915343,pfs,5,individuals,37819-dc105,chr2n-4601-4801.tar.gz,1,final_data
write,0,20971.833333333332,0.2400035858154297,10,10,0.000340866,[10],10,1,704.0995165708216,pfs,12,mutation_overlap,25885-dc107,chr3-AMR.tar.gz,1,final_data
read,0,18611.343065693432,2.4316349029541016,10,10,0.000809022,[10],10,1,3005.647439691506,pfs,137,mutation_overlap,25885-dc107,AMR,1,initial_data
read,1,18611.343065693432,2.4316349029541016,10,10,0.000809022,[10],10,1,3005.647439691506,pfs,137,mutation_overlap,25885-dc107,chr3n.tar.gz,1,individuals_merge
read,1,18611.343065693432,2.4316349029541016,10,10,0.000809022,[10],10,1,3005.647439691506,pfs,137,mutation_overlap,25885-dc107,sifted.SIFT.chr3.txt,1,sifting
read,1,8191.921474379654,2421.75803565979,300,300,0.869782647,[10],10,30,2784.325536974975,pfs,309988,individuals,36722-dc105,ALL.chr2.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.869782647,[10],10,30,2784.325536974975,pfs,309988,individuals,36722-dc105,columns.txt,1,initial_data
write,0,14918.8,0.07113838195800781,300,300,9.0969e-05,[10],10,30,782.0068590179931,pfs,5,individuals,36722-dc105,chr2n-3001-3201.tar.gz,1,final_data
write,0,15670.6,0.0747232437133789,300,300,7.3319e-05,[10],10,30,1019.1525213570686,pfs,5,individuals,30239-dc103,chr5n-4401-4601.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.805803701,[10],10,30,3005.4652450649332,pfs,309995,individuals,30239-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.805803701,[10],10,30,3005.4652450649332,pfs,309995,individuals,30239-dc103,columns.txt,1,initial_data
read,0,15415.771241830065,2.2493486404418945,10,10,0.000761937,[10],10,1,2952.145177937145,pfs,153,mutation_overlap,40021-dc105,AFR,1,initial_data
write,0,19893.5,0.2656068801879883,10,10,0.000168725,[10],10,1,1574.1999122121101,pfs,14,mutation_overlap,40021-dc105,chr2-AFR.tar.gz,1,final_data
read,1,15415.771241830065,2.2493486404418945,10,10,0.000761937,[10],10,1,2952.145177937145,pfs,153,mutation_overlap,40021-dc105,sifted.SIFT.chr2.txt,1,sifting
read,1,15415.771241830065,2.2493486404418945,10,10,0.000761937,[10],10,1,2952.145177937145,pfs,153,mutation_overlap,40021-dc105,chr2n.tar.gz,1,individuals_merge
read,1,8191.912230276168,2421.794364929199,300,300,0.812199313,[10],10,30,2981.7734713218097,pfs,309993,individuals,23411-dc107,columns.txt,1,initial_data
write,0,15890.0,0.07576942443847656,300,300,8.1048e-05,[10],10,30,934.870995440684,pfs,5,individuals,23411-dc107,chr3n-4801-5001.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.812199313,[10],10,30,2981.7734713218097,pfs,309993,individuals,23411-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.873203544,[10],10,30,2773.41755229957,pfs,309988,individuals,36240-dc105,ALL.chr2.250000.vcf,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.873203544,[10],10,30,2773.41755229957,pfs,309988,individuals,36240-dc105,columns.txt,1,initial_data
write,0,15812.0,0.07539749145507812,300,300,7.5379e-05,[10],10,30,1000.2453130855826,pfs,5,individuals,36240-dc105,chr2n-1401-1601.tar.gz,1,final_data
write,0,21503.4375,0.32811641693115234,10,10,0.000573715,[10],10,1,571.9153533220368,pfs,16,mutation_overlap,40771-dc104,chr1-GBR.tar.gz,1,final_data
read,1,13217.004424778761,2.848666191101074,10,10,0.001027517,[10],10,1,2772.378647848235,pfs,226,mutation_overlap,40771-dc104,sifted.SIFT.chr1.txt,1,sifting
read,1,13217.004424778761,2.848666191101074,10,10,0.001027517,[10],10,1,2772.378647848235,pfs,226,mutation_overlap,40771-dc104,chr1n.tar.gz,1,individuals_merge
read,0,13217.004424778761,2.848666191101074,10,10,0.001027517,[10],10,1,2772.378647848235,pfs,226,mutation_overlap,40771-dc104,GBR,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.79266995,[10],10,30,3055.2628085626247,pfs,309995,individuals,30760-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.79266995,[10],10,30,3055.2628085626247,pfs,309995,individuals,30760-dc103,columns.txt,1,initial_data
write,0,14150.333333333334,0.08096885681152344,300,300,7.5508e-05,[10],10,30,1072.3215660794015,pfs,6,individuals,30760-dc103,chr5n-4201-4401.tar.gz,1,final_data
read,1,18618.642335766424,2.432588577270508,10,10,0.000863511,[10],10,1,2817.0904334403476,pfs,137,frequency,26695-dc107,sifted.SIFT.chr3.txt,1,sifting
read,0,18618.642335766424,2.432588577270508,10,10,0.000863511,[10],10,1,2817.0904334403476,pfs,137,frequency,26695-dc107,SAS,1,initial_data
read,1,18618.642335766424,2.432588577270508,10,10,0.000863511,[10],10,1,2817.0904334403476,pfs,137,frequency,26695-dc107,chr3n.tar.gz,1,individuals_merge
write,0,23328.29411764706,0.37820911407470703,10,10,0.000459596,[10],10,1,822.9164615764868,pfs,17,frequency,26695-dc107,chr3-SAS-freq.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.793460183,[10],10,30,3052.2401656320862,pfs,309997,individuals,22372-dc108,columns.txt,1,initial_data
write,0,16359.6,0.07800865173339844,300,300,0.0001275,[10],10,30,611.8325626148896,pfs,5,individuals,22372-dc108,chr4n-4801-5001.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.793460183,[10],10,30,3052.2401656320862,pfs,309997,individuals,22372-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.787200155,[10],10,30,3076.515453346569,pfs,309998,individuals,34912-dc104,ALL.chr1.250000.vcf,1,initial_data
write,0,17198.666666666668,0.09841156005859375,300,300,7.439e-05,[10],10,30,1322.9138332920252,pfs,6,individuals,34912-dc104,chr1n-3601-3801.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.787200155,[10],10,30,3076.515453346569,pfs,309998,individuals,34912-dc104,columns.txt,1,initial_data
write,0,21492.4,0.20496749877929688,10,10,0.000192907,[10],10,1,1062.5197570813752,pfs,10,mutation_overlap,26312-dc108,chr4-EUR.tar.gz,1,final_data
read,0,18596.23,1.7734746932983398,10,10,0.000554289,[10],10,1,3199.548779243932,pfs,100,mutation_overlap,26312-dc108,EUR,1,initial_data
read,1,18596.23,1.7734746932983398,10,10,0.000554289,[10],10,1,3199.548779243932,pfs,100,mutation_overlap,26312-dc108,chr4n.tar.gz,1,individuals_merge
read,1,18596.23,1.7734746932983398,10,10,0.000554289,[10],10,1,3199.548779243932,pfs,100,mutation_overlap,26312-dc108,sifted.SIFT.chr4.txt,1,sifting
read,1,8191.921474379654,2421.75803565979,300,300,0.858445439,[10],10,30,2821.0972132147235,pfs,309988,individuals,38369-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.858445439,[10],10,30,2821.0972132147235,pfs,309988,individuals,38369-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,16658.6,0.07943439483642578,300,300,7.5288e-05,[10],10,30,1055.0737811659997,pfs,5,individuals,38369-dc105,chr2n-3601-3801.tar.gz,1,final_data
write,0,17825.0,0.08499622344970703,300,300,7.0759e-05,[10],10,30,1201.207245010628,pfs,5,individuals,22093-dc107,chr3n-5401-5601.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.844274793,[10],10,30,2868.4906679775754,pfs,309993,individuals,22093-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.844274793,[10],10,30,2868.4906679775754,pfs,309993,individuals,22093-dc107,columns.txt,1,initial_data
write,0,14679.4,0.06999683380126953,300,300,7.647e-05,[10],10,30,915.3502524031585,pfs,5,individuals,23414-dc108,chr4n-3201-3401.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.840656566,[10],10,30,2880.8804193440214,pfs,309997,individuals,23414-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.840656566,[10],10,30,2880.8804193440214,pfs,309997,individuals,23414-dc108,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.805813116,[10],10,30,3005.404499930228,pfs,309993,individuals,22603-dc107,ALL.chr3.250000.vcf,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.805813116,[10],10,30,3005.404499930228,pfs,309993,individuals,22603-dc107,columns.txt,1,initial_data
write,0,17433.4,0.0831289291381836,300,300,9.581e-05,[10],10,30,867.6435563947771,pfs,5,individuals,22603-dc107,chr3n-5001-5201.tar.gz,1,final_data
read,1,8191.912280079227,2421.833441734314,300,300,0.868100413,[10],10,30,2789.8079593867374,pfs,309998,individuals,38327-dc104,ALL.chr1.250000.vcf,1,initial_data
read,1,8191.912280079227,2421.833441734314,300,300,0.868100413,[10],10,30,2789.8079593867374,pfs,309998,individuals,38327-dc104,columns.txt,1,initial_data
write,0,14941.833333333334,0.08549785614013672,300,300,7.4349e-05,[10],10,30,1149.9530073052324,pfs,6,individuals,38327-dc104,chr1n-1001-1201.tar.gz,1,final_data
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-801-1001.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-2201-2401.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-1-201.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-4801-5001.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-1601-1801.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-3401-3601.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-5401-5601.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-4401-4601.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-601-801.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-2001-2201.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-1001-1201.tar.gz,1,individuals
write,0,26986.82,1.2868318557739258,10,10,0.000884136,[10],10,1,1455.4682263519705,pfs,50,individuals_merge,38887-dc104,chr1n.tar.gz,1,final_data
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-401-601.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-3601-3801.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-1401-1601.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-2801-3001.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-4601-4801.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-5201-5401.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-1201-1401.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-3001-3201.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-5001-5201.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-4201-4401.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-3201-3401.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-4001-4201.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-3801-4001.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-201-401.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-5801-6001.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-1801-2001.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-2601-2801.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-2401-2601.tar.gz,1,individuals
read,1,29130.944444444445,2.50032901763916,10,10,0.000916017,[10],10,1,2729.566173596298,pfs,90,individuals_merge,38887-dc104,chr1n-5601-5801.tar.gz,1,individuals
read,1,8191.929237568348,2421.8150177001953,300,300,0.790515475,[10],10,30,3063.5896377616077,pfs,309995,individuals,32891-dc103,columns.txt,1,initial_data
write,0,14846.0,0.07079124450683594,300,300,6.6548e-05,[10],10,30,1063.7621642549127,pfs,5,individuals,32891-dc103,chr5n-3601-3801.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.790515475,[10],10,30,3063.5896377616077,pfs,309995,individuals,32891-dc103,ALL.chr5.250000.vcf,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.782551597,[10],10,30,3094.76720382975,pfs,309995,individuals,33182-dc103,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.782551597,[10],10,30,3094.76720382975,pfs,309995,individuals,33182-dc103,ALL.chr5.250000.vcf,1,initial_data
write,0,14927.6,0.07118034362792969,300,300,7.1859e-05,[10],10,30,990.5557220101822,pfs,5,individuals,33182-dc103,chr5n-4601-4801.tar.gz,1,final_data
read,1,8191.912230276168,2421.794364929199,300,300,0.807512755,[10],10,30,2999.0787760735734,pfs,309993,individuals,20555-dc107,columns.txt,1,initial_data
read,1,8191.912230276168,2421.794364929199,300,300,0.807512755,[10],10,30,2999.0787760735734,pfs,309993,individuals,20555-dc107,ALL.chr3.250000.vcf,1,initial_data
write,0,17123.2,0.0816497802734375,300,300,8.513e-05,[10],10,30,959.1187627562257,pfs,5,individuals,20555-dc107,chr3n-3201-3401.tar.gz,1,final_data
read,1,8191.921474379654,2421.75803565979,300,300,0.828629043,[10],10,30,2922.6081997946458,pfs,309988,individuals,36234-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.828629043,[10],10,30,2922.6081997946458,pfs,309988,individuals,36234-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,14286.6,0.06812381744384766,300,300,7.0259e-05,[10],10,30,969.6098356630133,pfs,5,individuals,36234-dc105,chr2n-601-801.tar.gz,1,final_data
write,0,22521.1875,0.3436460494995117,10,10,0.000251317,[10],10,1,1367.3808357552882,pfs,16,mutation_overlap,40743-dc104,chr1-AFR.tar.gz,1,final_data
read,0,13249.004424778761,2.855563163757324,10,10,0.001029348,[10],10,1,2774.1474834140877,pfs,226,mutation_overlap,40743-dc104,AFR,1,initial_data
read,1,13249.004424778761,2.855563163757324,10,10,0.001029348,[10],10,1,2774.1474834140877,pfs,226,mutation_overlap,40743-dc104,chr1n.tar.gz,1,individuals_merge
read,1,13249.004424778761,2.855563163757324,10,10,0.001029348,[10],10,1,2774.1474834140877,pfs,226,mutation_overlap,40743-dc104,sifted.SIFT.chr1.txt,1,sifting
write,0,17317.6,0.08257675170898438,300,300,9.9858e-05,[10],10,30,826.9417744095052,pfs,5,individuals,36356-dc105,chr2n-4201-4401.tar.gz,1,final_data
read,1,8191.921474379654,2421.75803565979,300,300,0.881037096,[10],10,30,2748.7583061539895,pfs,309988,individuals,36356-dc105,columns.txt,1,initial_data
read,1,8191.921474379654,2421.75803565979,300,300,0.881037096,[10],10,30,2748.7583061539895,pfs,309988,individuals,36356-dc105,ALL.chr2.250000.vcf,1,initial_data
write,0,16085.2,0.07670021057128906,300,300,7.087e-05,[10],10,30,1082.2662702312552,pfs,5,individuals,23339-dc108,chr4n-2001-2201.tar.gz,1,final_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.816791299,[10],10,30,2965.0548963332985,pfs,309997,individuals,23339-dc108,ALL.chr4.250000.vcf,1,initial_data
read,1,8191.930583199192,2421.8310403823853,300,300,0.816791299,[10],10,30,2965.0548963332985,pfs,309997,individuals,23339-dc108,columns.txt,1,initial_data
write,0,15332.2,0.07310962677001953,300,300,6.9077e-05,[10],10,30,1058.3787189660745,pfs,5,individuals,33179-dc103,chr5n-1401-1601.tar.gz,1,final_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.857574864,[10],10,30,2824.0275215204947,pfs,309995,individuals,33179-dc103,columns.txt,1,initial_data
read,1,8191.929237568348,2421.8150177001953,300,300,0.857574864,[10],10,30,2824.0275215204947,pfs,309995,individuals,33179-dc103,ALL.chr5.250000.vcf,1,initial_data
